arquivo,polimero,ampliacao,escala_um_por_px,diametro_area_equiv_um,diametro_feret_max_um,diametro_usado_um,metodo_diametro,classificacao,aviso_calibracao
PS/PS2  5000X.png,PS,5000,0.019841,0.8552,1.0789,0.8552,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.9871,1.536,0.9871,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.6525,0.8008,0.6525,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7251,0.9412,0.7251,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7514,1.4704,0.7514,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.731,1.2582,0.731,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5597,0.6833,0.5597,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,1.0123,1.6742,1.0123,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7772,1.324,0.7772,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7032,1.3331,0.7032,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.8068,1.3109,0.8068,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7906,1.0059,0.7906,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5046,0.5685,0.5046,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5525,0.8596,0.5525,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.666,1.0518,0.666,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4125,0.6057,0.4125,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3662,0.4581,0.3662,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.6895,0.914,0.6895,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5953,0.7941,0.5953,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4731,0.7099,0.4731,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4903,0.6389,0.4903,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5024,0.5768,0.5024,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4433,0.5785,0.4433,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4731,0.6112,0.4731,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.6442,0.9294,0.6442,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.727,1.0416,0.727,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.49,0.7718,0.49,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.391,0.4645,0.391,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5019,0.6879,0.5019,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.6178,0.8373,0.6178,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5195,0.6888,0.5195,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7794,0.8696,0.7794,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7007,1.0117,0.7007,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5976,0.8364,0.5976,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4309,0.5785,0.4309,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4989,0.6128,0.4989,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3162,0.3852,0.3162,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3983,0.5238,0.3983,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.7432,0.9432,0.7432,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4067,0.4716,0.4067,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,1.2216,2.6561,1.2216,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,1.1487,1.5996,1.1487,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3911,0.5146,0.3911,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.452,0.8242,0.452,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.6008,1.1413,0.6008,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.236,0.3223,0.236,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3939,0.4796,0.3939,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5878,0.7309,0.5878,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3023,0.3836,0.3023,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.541,0.9556,0.541,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4591,0.7354,0.4591,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.4181,0.8046,0.4181,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.9372,1.2989,0.9372,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.5027,0.7241,0.5027,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,2.4698,4.6107,2.4698,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.3106,0.3728,0.3106,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.764,1.0158,0.764,area_equivalente_poligono,nanoplastico,
PS/PS2  5000X.png,PS,5000,0.019841,1.8709,2.7516,1.8709,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,1.1024,1.4844,1.1024,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,1.0181,1.5736,1.0181,area_equivalente_poligono,microplastico,
PS/PS2  5000X.png,PS,5000,0.019841,0.6323,1.025,0.6323,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4817,0.6558,0.4817,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3545,0.4666,0.3545,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.56,0.8676,0.56,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3598,0.5452,0.3598,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9207,1.1552,0.9207,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3989,0.6103,0.3989,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.2594,0.3801,0.2594,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3807,0.5054,0.3807,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3294,0.3992,0.3294,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4225,0.6375,0.4225,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3187,0.4488,0.3187,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3351,0.4278,0.3351,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4583,0.5505,0.4583,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.2692,0.3786,0.2692,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.2428,0.3362,0.2428,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4091,0.5821,0.4091,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3339,0.4163,0.3339,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5033,0.7319,0.5033,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,4.8361,8.3721,4.8361,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.392,0.5831,0.392,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.345,0.4884,0.345,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3917,0.5701,0.3917,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4349,0.5233,0.4349,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3363,0.5773,0.3363,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4878,0.7032,0.4878,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5344,0.6905,0.5344,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4232,0.6275,0.4232,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4532,0.5032,0.4532,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4848,0.6369,0.4848,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4529,0.9047,0.4529,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4049,0.5316,0.4049,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3707,0.5549,0.3707,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5074,0.9165,0.5074,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5008,0.9727,0.5008,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6248,0.9235,0.6248,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4566,0.6076,0.4566,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9722,1.607,0.9722,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.4788,1.8608,1.4788,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.2346,2.1402,1.2346,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5424,0.6947,0.5424,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.8176,1.0124,0.8176,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6135,0.7988,0.6135,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9079,1.5,0.9079,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7424,0.8767,0.7424,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.2656,2.1524,1.2656,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7935,1.088,0.7935,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6546,0.767,0.6546,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.468,0.5327,0.468,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6637,0.8725,0.6637,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7703,0.9737,0.7703,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6378,0.9556,0.6378,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5599,0.71,0.5599,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4432,0.5692,0.4432,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7248,1.5171,0.7248,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6472,0.9196,0.6472,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.868,1.4413,0.868,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.0135,1.2175,1.0135,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4975,0.6771,0.4975,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3917,0.5259,0.3917,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6644,0.9639,0.6644,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6978,0.9042,0.6978,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5786,1.014,0.5786,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3252,0.4341,0.3252,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.94,1.3656,0.94,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.664,1.0051,0.664,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7574,0.9192,0.7574,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7602,0.9361,0.7602,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6542,0.8931,0.6542,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5975,0.8391,0.5975,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7799,1.0607,0.7799,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7495,1.2277,0.7495,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7405,1.118,0.7405,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9284,1.3385,0.9284,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7767,1.1336,0.7767,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5704,0.7147,0.5704,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9984,1.4091,0.9984,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7219,0.8813,0.7219,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4069,0.5988,0.4069,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.658,1.0765,0.658,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.4536,0.7236,0.4536,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.555,1.0313,0.555,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.488,0.6394,0.488,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5593,0.984,0.5593,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3767,0.4065,0.3767,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.8368,1.3443,0.8368,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.0638,1.4773,1.0638,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.8292,1.2207,0.8292,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7848,1.7029,0.7848,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7047,1.1597,0.7047,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6519,0.8732,0.6519,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.2565,1.9698,1.2565,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5378,0.5948,0.5378,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.8349,1.07,0.8349,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6178,0.7548,0.6178,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5528,0.6103,0.5528,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9479,1.4048,0.9479,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3868,0.461,0.3868,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.9853,1.6529,0.9853,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,5.6652,7.3147,5.6652,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7102,0.8201,0.7102,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.3895,0.4755,0.3895,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.7011,1.5967,0.7011,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6292,0.8689,0.6292,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.8388,1.6401,0.8388,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.5326,1.9461,1.5326,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.5862,0.8341,0.5862,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.3371,1.6621,1.3371,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.2181,1.8777,1.2181,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,1.7615,2.6415,1.7615,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,3.6296,4.0159,3.6296,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,2.3814,3.311,2.3814,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.6358,0.7826,0.6358,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,0.605,0.886,0.605,area_equivalente_poligono,nanoplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,2.1881,4.1352,2.1881,area_equivalente_poligono,microplastico,
PS/PS2-2000x-3.png,PS,2000,0.05,5.5851,7.9147,5.5851,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.5854,2.9155,2.5854,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.7389,2.2361,1.7389,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8282,2.2361,1.8282,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9133,3.5355,1.9133,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.6463,4.0311,2.6463,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.6564,4.3012,3.6564,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9544,2.5,1.9544,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.111,3.1623,2.111,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.0119,4.3012,3.0119,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.3937,4.3012,2.3937,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,5.1555,6.5192,5.1555,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.6781,5.4083,3.6781,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.6762,3.3541,2.6762,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.4267,3.6056,2.4267,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.8265,5.2202,3.8265,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9544,2.9155,1.9544,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.4914,4.3012,2.4914,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.7841,2.5,1.7841,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.849,4.272,2.849,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.3262,3.2016,2.3262,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.1158,3.8079,3.1158,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9947,2.8284,1.9947,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.4267,4.717,2.4267,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,7.5694,10.5119,7.5694,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9947,2.9155,1.9947,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9544,2.5,1.9544,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.849,4.1231,2.849,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9544,4.7434,1.9544,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.2917,3.2016,2.2917,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.9586,3.6056,2.9586,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,5.2624,7.5,5.2624,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,14.6037,21.9317,14.6037,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,20.1851,37.0203,20.1851,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.9854,4.0311,2.9854,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.7389,2.1213,1.7389,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.4267,2.9155,2.4267,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8282,4.1231,1.8282,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.1484,2.9155,2.1484,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,5.062,6.265,5.062,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.3262,3.1623,2.3262,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.6762,3.1623,2.6762,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.3851,6.5,3.3851,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,6.3831,10.5119,6.3831,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8282,2.2361,1.8282,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.1484,3.1623,2.1484,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.2917,2.8284,2.2917,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.8768,5.8523,2.8768,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8282,2.2361,1.8282,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.2212,4.5,2.2212,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.7424,6.0828,3.7424,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8712,2.5,1.8712,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.073,3.5,2.073,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9544,2.5495,1.9544,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.2917,3.2016,2.2917,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.5007,4.6098,3.5007,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.7841,2.9155,1.7841,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.1851,5.0249,2.1851,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.2212,3.8079,2.2212,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8282,3.0414,1.8282,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,4.1651,6.5192,4.1651,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.0342,3.2016,2.0342,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.4779,4.717,3.4779,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.9947,3.3541,1.9947,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,2.2568,3.9051,2.2568,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,1.8282,2.2361,1.8282,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.7211,5.5902,3.7211,area_equivalente_poligono,microplastico,
PS/PS2-200x-1.png,PS,200,0.5,3.3139,5.099,3.3139,area_equivalente_poligono,microplastico,
