source_image,class_prefix,gt_regime,pred_regime,D_i,P_i,S_i,E_i
PET_PET-2000X.png,PET,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PET_PET-2000X.png,PET,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-2000X.png,PET,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,MICROPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-2000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,MICROPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,MICROPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,True,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PET_PET-B-2-5000X.png,PET,NANOPLASTIC,,False,False,,False
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000-1.png,PE,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PE_PE 1000-1.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,,True,False,,False
PE_PE 1000X.png,PE,MICROPLASTIC,,True,False,,False
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PE_PE 1000X.png,PE,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PE_PE 1000X.png,PE,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PE_PE 1000X.png,PE,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PE_PE 1000X.png,PE,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,NANOPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,NANOPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,NANOPLASTIC,MICROPLASTIC,True,True,False,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,MICROPLASTIC,True,True,True,True
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,MICROPLASTIC,,False,False,,False
PP_PP-1000x1.png,PP,NANOPLASTIC,,False,False,,False
