image_path,label,split,source_image
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X_147.png,PE,val,PE 3000X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_615.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X_143.png,PE,val,PE 3000X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_579.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_168.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_602.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_154.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_601.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X_146.png,PE,val,PE 3000X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_577.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_604.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_605.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_165.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_592.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_611.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_610.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_580.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_600.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X_145.png,PE,val,PE 3000X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_155.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_162.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_613.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_163.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_583.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_606.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_156.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X_144.png,PE,val,PE 3000X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_595.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_157.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_581.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_158.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_594.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_616.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_603.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_160.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X_149.png,PE,val,PE 3000X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_584.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_596.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_589.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_588.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_585.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_171.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PELFT 500X_593.png,PE,val,PELFT 500X.png
resultados/01_extract_real_crops/data/real_crops/val/PE/PE 3000X2_170.png,PE,val,PE 3000X2.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_92.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_107.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_6.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_111.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_110.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_100.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_94.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_106.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_102.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_4.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_96.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_104.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_103.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_101.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_95.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_108.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_97.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_98.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_3.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_99.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_109.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_2.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_1.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_5.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_7.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000-1_8.png,PE,test,PE 1000-1.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_93.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/test/PE/PE 1000X_105.png,PE,test,PE 1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4351.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1361.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4378.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_335.png,PET,train,PET-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4225.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2185.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3870.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1712.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4394.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4209.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4530.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_351.png,PET,train,PET-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3062.png,PET,train,PET-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1800.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1633.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4280.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1525.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_570.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3638.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3366.png,PET,train,PETL 1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_254.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_510.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4536.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_689.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4002.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-2_2738.png,PET,train,PET-5000X-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3374.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2981.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1976.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-5000x-4_5037.png,PET,train,PET-B2-5000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2174.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1643.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4566.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3695.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3969.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_256.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1401.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-5000x-4_5030.png,PET,train,PET-B2-5000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-2_2765.png,PET,train,PET-5000X-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1850.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_727.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2911.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4742.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1301.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_410.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_440.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1937.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1881.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4267.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3955.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2066.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3461.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3840.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2086.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4323.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1946.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_681.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_719.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4433.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3342.png,PET,train,PETL 1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_622.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_382.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_273.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4341.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4625.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3956.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-1000X_4071.png,PET,train,PET-B-1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1787.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_300.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_698.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4005.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4785.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4211.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2076.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_739.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3899.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_322.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1920.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_593.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1379.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3085.png,PET,train,PET-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-2_2746.png,PET,train,PET-5000X-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_336.png,PET,train,PET-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4727.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-1000X_4094.png,PET,train,PET-B-1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1641.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3724.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1651.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1852.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3546.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1354.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1609.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1756.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3460.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2131.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3792.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3838.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1326.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3054.png,PET,train,PET-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3863.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3937.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2968.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_350.png,PET,train,PET-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3464.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_444.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_201.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_505.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3450.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4708.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_371.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4354.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3755.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3555.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_403.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4620.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1713.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_563.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_581.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_2993.png,PET,train,PET-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2111.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_602.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2122.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_288.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4538.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1891.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-1000X_4090.png,PET,train,PET-B-1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4015.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2063.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4686.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3030.png,PET,train,PET-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2944.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3583.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1357.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2102.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1644.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3849.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3771.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4500.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2929.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3941.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4335.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 5000X_4036.png,PET,train,PETL 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4423.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3826.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4692.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1790.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_182.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_236.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3357.png,PET,train,PETL 1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4684.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3998.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1329.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1836.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3861.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1822.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3639.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_161.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3552.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1469.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_405.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4722.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_578.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4023.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3579.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3927.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-5000x-4_5022.png,PET,train,PET-B2-5000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1567.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4399.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1423.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3671.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_515.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-5000x-4_5035.png,PET,train,PET-B2-5000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4491.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_230.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4849.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3833.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_144.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4724.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1861.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_574.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3343.png,PET,train,PETL 1000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4352.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4677.png,PET,train,PET-B2-2000x-1.png
