image_path,label,split,source_image,ann_id,magnification,bbox_w,bbox_h,px_size,um_per_px,size_nm,polymer_label
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1301.png,NANOPLASTIC,train,PET-2000X-3.png,1301,2000,8,8,8,0.05,400.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_410.png,NANOPLASTIC,train,PET-2-3000X.png,410,3000,9,7,9,0.03333333333333333,300.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_440.png,NANOPLASTIC,train,PET-2-3000X.png,440,3000,11,11,11,0.03333333333333333,366.66666666666663,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1937.png,NANOPLASTIC,train,PET-2000X-4.png,1937,2000,12,11,12,0.05,600.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1881.png,NANOPLASTIC,train,PET-2000X-4.png,1881,2000,10,14,14,0.05,700.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4267.png,MICROPLASTIC,train,PET-B-2000x-2.png,4267,2000,12,21,21,0.05,1050.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3955.png,MICROPLASTIC,train,PETL 200X.png,3955,200,12,16,16,0.5,8000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2066.png,NANOPLASTIC,train,PET-2000X-4.png,2066,2000,8,11,11,0.05,550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3461.png,MICROPLASTIC,train,PETL 200X.png,3461,200,19,17,19,0.5,9500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3840.png,MICROPLASTIC,train,PETL 200X.png,3840,200,12,13,13,0.5,6500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2086.png,NANOPLASTIC,train,PET-2000X-4.png,2086,2000,8,9,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4323.png,NANOPLASTIC,train,PET-B-2000x-2.png,4323,2000,6,8,8,0.05,400.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1946.png,NANOPLASTIC,train,PET-2000X-4.png,1946,2000,5,6,6,0.05,300.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_681.png,NANOPLASTIC,train,PET-2-3000X.png,681,3000,11,13,13,0.03333333333333333,433.33333333333337,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_719.png,MICROPLASTIC,train,PET-2-3000X.png,719,3000,17,32,32,0.03333333333333333,1066.6666666666667,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4433.png,NANOPLASTIC,train,PET-B-2000x-4.png,4433,2000,10,8,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3342.png,MICROPLASTIC,train,PETL 1000X.png,3342,1000,32,25,32,0.1,3200.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_622.png,NANOPLASTIC,train,PET-2-3000X.png,622,3000,23,16,23,0.03333333333333333,766.6666666666666,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_382.png,NANOPLASTIC,train,PET-2-3000X.png,382,3000,8,6,8,0.03333333333333333,266.6666666666667,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_273.png,NANOPLASTIC,train,PET 5000X.png,273,5000,31,17,31,0.02,620.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4341.png,NANOPLASTIC,train,PET-B-2000x-4.png,4341,2000,8,10,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4625.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4625,2000,16,14,16,0.05,800.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3956.png,MICROPLASTIC,train,PETL 200X.png,3956,200,28,32,32,0.5,16000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-1000X_4071.png,NANOPLASTIC,train,PET-B-1000X.png,4071,1000,7,9,9,0.1,900.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1787.png,NANOPLASTIC,train,PET-2000X-4.png,1787,2000,15,14,15,0.05,750.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_300.png,MICROPLASTIC,train,PET 5000X.png,300,5000,55,20,55,0.02,1100.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_698.png,NANOPLASTIC,train,PET-2-3000X.png,698,3000,7,5,7,0.03333333333333333,233.33333333333334,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4005.png,MICROPLASTIC,train,PETL 200X.png,4005,200,6,5,6,0.5,3000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4785.png,NANOPLASTIC,train,PET-B2-2000x-2.png,4785,2000,9,6,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4211.png,MICROPLASTIC,train,PET-B-2000x-2.png,4211,2000,83,16,83,0.05,4150.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2076.png,MICROPLASTIC,train,PET-2000X-4.png,2076,2000,28,36,36,0.05,1800.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_739.png,NANOPLASTIC,train,PET-2-3000X.png,739,3000,13,10,13,0.03333333333333333,433.33333333333337,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3899.png,MICROPLASTIC,train,PETL 200X.png,3899,200,18,29,29,0.5,14500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_322.png,NANOPLASTIC,train,PET 5000X.png,322,5000,18,13,18,0.02,360.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1920.png,NANOPLASTIC,train,PET-2000X-4.png,1920,2000,7,7,7,0.05,350.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_593.png,NANOPLASTIC,train,PET-2-3000X.png,593,3000,6,5,6,0.03333333333333333,200.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1379.png,NANOPLASTIC,train,PET-2000X-3.png,1379,2000,10,10,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3085.png,NANOPLASTIC,train,PET-5000X.png,3085,5000,35,37,37,0.02,740.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-2_2746.png,NANOPLASTIC,train,PET-5000X-2.png,2746,5000,21,18,21,0.02,420.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_336.png,MICROPLASTIC,train,PET-10000X.png,336,10000,116,153,153,0.01,1530.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4727.png,NANOPLASTIC,train,PET-B2-2000x-2.png,4727,2000,10,8,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-1000X_4094.png,NANOPLASTIC,train,PET-B-1000X.png,4094,1000,5,7,7,0.1,700.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1641.png,NANOPLASTIC,train,PET-2000X-3.png,1641,2000,7,7,7,0.05,350.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3724.png,MICROPLASTIC,train,PETL 200X.png,3724,200,8,6,8,0.5,4000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1651.png,NANOPLASTIC,train,PET-2000X-3.png,1651,2000,9,7,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1852.png,NANOPLASTIC,train,PET-2000X-4.png,1852,2000,9,9,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3546.png,MICROPLASTIC,train,PETL 200X.png,3546,200,9,8,9,0.5,4500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1354.png,NANOPLASTIC,train,PET-2000X-3.png,1354,2000,14,12,14,0.05,700.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1609.png,NANOPLASTIC,train,PET-2000X-3.png,1609,2000,12,9,12,0.05,600.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1756.png,NANOPLASTIC,train,PET-2000X-4.png,1756,2000,5,4,5,0.05,250.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3460.png,MICROPLASTIC,train,PETL 200X.png,3460,200,15,10,15,0.5,7500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2131.png,NANOPLASTIC,train,PET-2000X-4.png,2131,2000,11,10,11,0.05,550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3792.png,MICROPLASTIC,train,PETL 200X.png,3792,200,6,7,7,0.5,3500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3838.png,MICROPLASTIC,train,PETL 200X.png,3838,200,9,11,11,0.5,5500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1326.png,NANOPLASTIC,train,PET-2000X-3.png,1326,2000,11,11,11,0.05,550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3054.png,NANOPLASTIC,train,PET-5000X.png,3054,5000,33,41,41,0.02,820.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3863.png,MICROPLASTIC,train,PETL 200X.png,3863,200,7,7,7,0.5,3500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3937.png,MICROPLASTIC,train,PETL 200X.png,3937,200,8,7,8,0.5,4000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2968.png,NANOPLASTIC,train,PET-5000X-4.png,2968,5000,32,25,32,0.02,640.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_350.png,NANOPLASTIC,train,PET-10000X.png,350,10000,46,54,54,0.01,540.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3464.png,MICROPLASTIC,train,PETL 200X.png,3464,200,15,7,15,0.5,7500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_444.png,NANOPLASTIC,train,PET-2-3000X.png,444,3000,9,6,9,0.03333333333333333,300.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_201.png,NANOPLASTIC,train,PET 5000X 2.png,201,5000,27,10,27,0.02,540.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_505.png,NANOPLASTIC,train,PET-2-3000X.png,505,3000,8,7,8,0.03333333333333333,266.6666666666667,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3450.png,MICROPLASTIC,train,PETL 200X.png,3450,200,7,12,12,0.5,6000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4708.png,MICROPLASTIC,train,PET-B2-2000x-1.png,4708,2000,16,23,23,0.05,1150.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_371.png,NANOPLASTIC,train,PET-2-3000X.png,371,3000,7,7,7,0.03333333333333333,233.33333333333334,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4354.png,MICROPLASTIC,train,PET-B-2000x-4.png,4354,2000,12,20,20,0.05,1000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3755.png,MICROPLASTIC,train,PETL 200X.png,3755,200,6,7,7,0.5,3500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3555.png,MICROPLASTIC,train,PETL 200X.png,3555,200,17,16,17,0.5,8500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_403.png,NANOPLASTIC,train,PET-2-3000X.png,403,3000,6,5,6,0.03333333333333333,200.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4620.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4620,2000,11,12,12,0.05,600.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1713.png,NANOPLASTIC,train,PET-2000X-3.png,1713,2000,9,7,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_563.png,NANOPLASTIC,train,PET-2-3000X.png,563,3000,24,26,26,0.03333333333333333,866.6666666666667,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_581.png,NANOPLASTIC,train,PET-2-3000X.png,581,3000,19,15,19,0.03333333333333333,633.3333333333333,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_2993.png,NANOPLASTIC,train,PET-5000X.png,2993,5000,24,28,28,0.02,560.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2111.png,MICROPLASTIC,train,PET-2000X-4.png,2111,2000,32,34,34,0.05,1700.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_602.png,NANOPLASTIC,train,PET-2-3000X.png,602,3000,13,7,13,0.03333333333333333,433.33333333333337,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2122.png,MICROPLASTIC,train,PET-2000X-4.png,2122,2000,28,28,28,0.05,1400.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_288.png,NANOPLASTIC,train,PET 5000X.png,288,5000,20,22,22,0.02,440.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4538.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4538,2000,17,13,17,0.05,850.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1891.png,NANOPLASTIC,train,PET-2000X-4.png,1891,2000,5,6,6,0.05,300.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-1000X_4090.png,MICROPLASTIC,train,PET-B-1000X.png,4090,1000,11,11,11,0.1,1100.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4015.png,MICROPLASTIC,train,PETL 200X.png,4015,200,6,5,6,0.5,3000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2063.png,NANOPLASTIC,train,PET-2000X-4.png,2063,2000,15,11,15,0.05,750.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4686.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4686,2000,18,17,18,0.05,900.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3030.png,NANOPLASTIC,train,PET-5000X.png,3030,5000,17,30,30,0.02,600.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2944.png,NANOPLASTIC,train,PET-5000X-4.png,2944,5000,14,21,21,0.02,420.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3583.png,MICROPLASTIC,train,PETL 200X.png,3583,200,6,11,11,0.5,5500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1357.png,NANOPLASTIC,train,PET-2000X-3.png,1357,2000,12,12,12,0.05,600.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2102.png,NANOPLASTIC,train,PET-2000X-4.png,2102,2000,10,7,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1644.png,NANOPLASTIC,train,PET-2000X-3.png,1644,2000,16,15,16,0.05,800.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3849.png,MICROPLASTIC,train,PETL 200X.png,3849,200,9,12,12,0.5,6000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3771.png,MICROPLASTIC,train,PETL 200X.png,3771,200,6,7,7,0.5,3500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4500.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4500,2000,10,7,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2929.png,MICROPLASTIC,train,PET-5000X-4.png,2929,5000,37,57,57,0.02,1140.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3941.png,MICROPLASTIC,train,PETL 200X.png,3941,200,27,27,27,0.5,13500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4335.png,MICROPLASTIC,train,PET-B-2000x-4.png,4335,2000,28,16,28,0.05,1400.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 5000X_4036.png,NANOPLASTIC,train,PETL 5000X.png,4036,5000,12,18,18,0.02,360.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4423.png,NANOPLASTIC,train,PET-B-2000x-4.png,4423,2000,12,10,12,0.05,600.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3826.png,MICROPLASTIC,train,PETL 200X.png,3826,200,13,19,19,0.5,9500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4692.png,MICROPLASTIC,train,PET-B2-2000x-1.png,4692,2000,49,18,49,0.05,2450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1790.png,NANOPLASTIC,train,PET-2000X-4.png,1790,2000,7,7,7,0.05,350.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_182.png,NANOPLASTIC,train,PET 5000X 2.png,182,5000,44,31,44,0.02,880.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_236.png,NANOPLASTIC,train,PET 5000X 2.png,236,5000,17,21,21,0.02,420.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3357.png,MICROPLASTIC,train,PETL 1000X.png,3357,1000,13,8,13,0.1,1300.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4684.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4684,2000,7,8,8,0.05,400.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3998.png,MICROPLASTIC,train,PETL 200X.png,3998,200,12,14,14,0.5,7000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1329.png,NANOPLASTIC,train,PET-2000X-3.png,1329,2000,15,12,15,0.05,750.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1836.png,NANOPLASTIC,train,PET-2000X-4.png,1836,2000,6,6,6,0.05,300.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3861.png,MICROPLASTIC,train,PETL 200X.png,3861,200,12,11,12,0.5,6000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1822.png,NANOPLASTIC,train,PET-2000X-4.png,1822,2000,10,10,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3639.png,MICROPLASTIC,train,PETL 200X.png,3639,200,28,27,28,0.5,14000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_161.png,NANOPLASTIC,train,PET 5000X 2.png,161,5000,14,16,16,0.02,320.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3552.png,MICROPLASTIC,train,PETL 200X.png,3552,200,5,5,5,0.5,2500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1469.png,MICROPLASTIC,train,PET-2000X-3.png,1469,2000,24,28,28,0.05,1400.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_405.png,NANOPLASTIC,train,PET-2-3000X.png,405,3000,7,5,7,0.03333333333333333,233.33333333333334,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4722.png,NANOPLASTIC,train,PET-B2-2000x-2.png,4722,2000,8,8,8,0.05,400.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_578.png,NANOPLASTIC,train,PET-2-3000X.png,578,3000,5,8,8,0.03333333333333333,266.6666666666667,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4023.png,MICROPLASTIC,train,PETL 200X.png,4023,200,7,7,7,0.5,3500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3579.png,MICROPLASTIC,train,PETL 200X.png,3579,200,8,8,8,0.5,4000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3927.png,MICROPLASTIC,train,PETL 200X.png,3927,200,27,32,32,0.5,16000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-5000x-4_5022.png,NANOPLASTIC,train,PET-B2-5000x-4.png,5022,5000,23,18,23,0.02,460.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1567.png,NANOPLASTIC,train,PET-2000X-3.png,1567,2000,7,11,11,0.05,550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4399.png,NANOPLASTIC,train,PET-B-2000x-4.png,4399,2000,7,14,14,0.05,700.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1423.png,NANOPLASTIC,train,PET-2000X-3.png,1423,2000,9,13,13,0.05,650.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3671.png,MICROPLASTIC,train,PETL 200X.png,3671,200,6,6,6,0.5,3000.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_515.png,NANOPLASTIC,train,PET-2-3000X.png,515,3000,9,7,9,0.03333333333333333,300.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-5000x-4_5035.png,NANOPLASTIC,train,PET-B2-5000x-4.png,5035,5000,39,25,39,0.02,780.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4491.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4491,2000,12,13,13,0.05,650.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_230.png,NANOPLASTIC,train,PET 5000X 2.png,230,5000,25,21,25,0.02,500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4849.png,MICROPLASTIC,train,PET-B2-2000x-2.png,4849,2000,24,14,24,0.05,1200.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3833.png,MICROPLASTIC,train,PETL 200X.png,3833,200,9,7,9,0.5,4500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_144.png,NANOPLASTIC,train,PET 5000X 2.png,144,5000,22,18,22,0.02,440.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4724.png,MICROPLASTIC,train,PET-B2-2000x-2.png,4724,2000,29,22,29,0.05,1450.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1861.png,NANOPLASTIC,train,PET-2000X-4.png,1861,2000,6,5,6,0.05,300.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_574.png,NANOPLASTIC,train,PET-2-3000X.png,574,3000,16,13,16,0.03333333333333333,533.3333333333334,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 1000X_3343.png,MICROPLASTIC,train,PETL 1000X.png,3343,1000,21,31,31,0.1,3100.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4352.png,MICROPLASTIC,train,PET-B-2000x-4.png,4352,2000,21,18,21,0.05,1050.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4677.png,MICROPLASTIC,train,PET-B2-2000x-1.png,4677,2000,85,72,85,0.05,4250.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2166.png,NANOPLASTIC,train,PET-2000X-4.png,2166,2000,9,9,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1293.png,MICROPLASTIC,train,PET-2000X-3.png,1293,2000,19,31,31,0.05,1550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_297.png,NANOPLASTIC,train,PET 5000X.png,297,5000,24,22,24,0.02,480.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_624.png,NANOPLASTIC,train,PET-2-3000X.png,624,3000,16,12,16,0.03333333333333333,533.3333333333334,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_713.png,NANOPLASTIC,train,PET-2-3000X.png,713,3000,10,9,10,0.03333333333333333,333.3333333333333,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2889.png,NANOPLASTIC,train,PET-5000X-4.png,2889,5000,21,26,26,0.02,520.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1319.png,NANOPLASTIC,train,PET-2000X-3.png,1319,2000,11,10,11,0.05,550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_164.png,NANOPLASTIC,train,PET 5000X 2.png,164,5000,13,16,16,0.02,320.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4762.png,NANOPLASTIC,train,PET-B2-2000x-2.png,4762,2000,13,11,13,0.05,650.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_156.png,NANOPLASTIC,train,PET 5000X 2.png,156,5000,35,26,35,0.02,700.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4606.png,NANOPLASTIC,train,PET-B2-2000x-1.png,4606,2000,12,12,12,0.05,600.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4270.png,MICROPLASTIC,train,PET-B-2000x-2.png,4270,2000,22,32,32,0.05,1600.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_434.png,NANOPLASTIC,train,PET-2-3000X.png,434,3000,13,12,13,0.03333333333333333,433.33333333333337,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2891.png,MICROPLASTIC,train,PET-5000X-4.png,2891,5000,70,39,70,0.02,1400.0000000000002,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3617.png,MICROPLASTIC,train,PETL 200X.png,3617,200,27,18,27,0.5,13500.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4585.png,MICROPLASTIC,train,PET-B2-2000x-1.png,4585,2000,35,35,35,0.05,1750.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1352.png,NANOPLASTIC,train,PET-2000X-3.png,1352,2000,10,11,11,0.05,550.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1390.png,NANOPLASTIC,train,PET-2000X-3.png,1390,2000,9,7,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-2_2709.png,MICROPLASTIC,train,PET-5000X-2.png,2709,5000,130,112,130,0.02,2600.0,PET
